action_boundary_fraction,action_sd,case_count,consecutive_action_variation,core_clip_fraction,cumulative_reward,mae_0_1800,mae_0_600,mae_600_1800,mean_deterministic_action,profile,seed,sqi_rejection_fraction,stale_fraction,state,subject_count,time_above_60_fraction,time_below_40_fraction,time_in_40_60_fraction,total_propofol_mg,visible_fraction
0.002951388888888889,0.3437484831576321,96,0.01771411173101133,0.0,51.73420929859734,6.795804202533383,13.520360509289452,3.4335260491553488,1.278861791018776,P0,48,0.0,0.0010416666666666667,S0,96,0.13402777777777777,0.013541666666666665,0.8524305555555557,230.1951223833797,0.5440972222222222
0.010532407407407407,0.32727087366125307,96,0.018961837220402847,0.0,54.57056604054287,6.679634325920851,13.256099632042824,3.391401672859866,1.270648834316267,P1,48,0.13107638888888887,0.0011574074074074073,S0,96,0.13466435185185185,0.011458333333333333,0.8538773148148149,228.71679017692804,0.41290509259259256
0.022048611111111113,0.38974152971047765,96,0.0233624630626742,0.0,72.98351349123695,5.196745088701026,12.03806086609273,1.7760872000051737,1.1741996050941654,P0,48,0.0,0.0010416666666666667,S_CUM,96,0.12216435185185186,0.0,0.8778356481481481,211.35592891694978,0.5440972222222222
0.01880787037037037,0.3483232802407194,96,0.04189147987512237,0.0,75.52619409638288,5.148633510111437,12.416494012425204,1.5147032589545535,1.1391496377324477,P1,48,0.13107638888888887,0.0011574074074074073,S_CUM,96,0.12893518518518518,0.00017361111111111112,0.8708912037037037,205.0469347918406,0.41290509259259256
0.033680555555555554,0.5477195167678773,96,0.06512841211156693,0.0,109.97792761646997,2.908672195566058,7.345017908042486,0.690499339327844,1.1812765892181132,P0,48,0.0,0.0010416666666666667,S_CONC,96,0.07245370370370369,0.0,0.9275462962962964,212.62978605926037,0.5440972222222222
0.035648148148148144,0.5612964494341636,96,0.05256978849042727,0.0,103.89189971334258,2.8826387983125037,7.261642562942458,0.6931369159975257,1.1749685762001685,P1,48,0.13107638888888887,0.0011574074074074073,S_CONC,96,0.06909722222222221,0.0,0.9309027777777779,211.49434371603033,0.41290509259259256
0.03923611111111111,0.5863157116159073,96,0.14092963549969248,0.0,107.2852889227978,2.8839461045387647,7.130761309191219,0.7605385022125365,1.190535629250937,P0,48,0.0,0.0010416666666666667,S_CORE,96,0.07170138888888887,0.0,0.9282986111111109,214.29641326516867,0.5440972222222222
0.032233796296296295,0.564989387212909,96,0.04920902457851326,0.0,113.77405451733758,2.802673651323578,7.049664617191978,0.6791781683893775,1.2048732837058465,P1,48,0.13107638888888887,0.0011574074074074073,S_CORE,96,0.07031249999999999,0.0,0.9296875,216.8771910670524,0.41290509259259256
0.03142361111111111,0.5591612796754896,96,0.037916732149014816,0.0,122.82845656511795,2.691811775139661,6.982470378570693,0.5464824734241447,1.19456637397374,P0,48,0.0,0.0010416666666666667,S1,96,0.06921296296296296,0.0,0.930787037037037,215.0219473152732,0.5440972222222222
0.032754629629629634,0.5749888503757952,96,0.04472848770227734,0.0,120.66211612557554,2.639911151321451,6.701522408949303,0.6091055225075248,1.196983729777168,P1,48,0.13107638888888887,0.0011574074074074073,S1,96,0.0671875,0.0,0.9328125000000002,215.4570713598902,0.41290509259259256
0.0,0.08533973387664222,96,0.006271046759765353,0.0,36.01254905217314,10.127281566386163,21.35406788814636,4.513888405506063,1.004408688901889,P0,49,0.0,0.0010416666666666667,S0,96,0.31354166666666666,0.0005208333333333333,0.6859375,180.79356400234005,0.5440972222222222
0.0,0.1411290273639503,96,0.010666552131555046,0.0,32.031189547221935,13.918837827330277,25.271158107200648,8.242677687395089,0.8090253866484595,P1,49,0.13107638888888887,0.0011574074074074073,S0,96,0.6074652777777778,0.00028935185185185184,0.3922453703703703,145.62456959672272,0.41290509259259256
0.01614583333333333,0.34245655373380096,96,0.020999305097653326,0.0,75.9032854116871,5.429448320289538,13.62627606718957,1.3310344468395225,1.1610799088849928,P0,49,0.0,0.0010416666666666667,S_CUM,96,0.13767361111111107,0.00028935185185185184,0.8620370370370369,208.9943835992987,0.5440972222222222
0.017881944444444447,0.35333894124808635,96,0.023465221364474275,0.0,69.46096715437922,5.628664396965822,13.238128443551398,1.823932373673032,1.1501241676552496,P1,49,0.13107638888888887,0.0011574074074074073,S_CUM,96,0.1361111111111111,0.0,0.8638888888888889,207.02235017794496,0.41290509259259256
0.029861111111111113,0.5255180072477036,96,0.03238337443277822,0.0,110.95284085409635,3.0125708658757357,7.661469927400525,0.6881213351133407,1.1873169863475832,P0,49,0.0,0.0010416666666666667,S_CONC,96,0.07528935185185183,0.0,0.9247106481481482,213.71705754256496,0.5440972222222222
0.03072916666666667,0.5764737184585839,96,0.04235527211595569,0.0,101.33897101401253,3.0080748409158997,7.155678348876407,0.9342730869356469,1.1982453605781,P1,49,0.13107638888888887,0.0011574074074074073,S_CONC,96,0.0699074074074074,0.0,0.9300925925925926,215.68416490405798,0.41290509259259256
0.03628472222222222,0.5675297345126178,96,0.03706181013273349,0.0,115.42917082871736,2.749128985973874,6.950435877997634,0.6484755399619935,1.197706951804597,P0,49,0.0,0.0010416666666666667,S_CORE,96,0.06938657407407406,0.0,0.9306134259259259,215.58725132482746,0.5440972222222222
0.02962962962962963,0.49106612199943567,96,0.043174591583149506,0.0,97.01058432602484,3.296835256272645,7.952024029648146,0.9692408695848943,1.2135739777875305,P1,49,0.13107638888888887,0.0011574074074074073,S_CORE,96,0.07968750000000001,0.0,0.9203125000000001,218.4433160017555,0.41290509259259256
0.030208333333333334,0.46390587172986414,96,0.03369699783616281,0.0,110.56311852479013,3.36648980122301,8.759967549865992,0.6697509269015186,1.1691307326106146,P0,49,0.0,0.0010416666666666667,S1,96,0.08750000000000001,0.0,0.9125000000000001,210.44353186991066,0.5440972222222222
0.02685185185185185,0.45679872632480345,96,0.040039683220425906,0.0,107.06328584165362,3.39976666561787,8.732339028673442,0.7334804840900855,1.1755667161696626,P1,49,0.13107638888888887,0.0011574074074074073,S1,96,0.08778935185185187,0.0,0.9122106481481483,211.60200891053924,0.41290509259259256
0.01539351851851852,0.46690672384660187,96,0.02316913835780636,0.0,56.69050481268101,6.990420662570674,12.548693749801517,4.211284118955252,1.3364791514748637,P0,50,0.0,0.0010416666666666667,S0,96,0.11412037037037037,0.0958912037037037,0.7899884259259259,240.56624726547548,0.5440972222222222
0.0026041666666666665,0.2542408403636334,96,0.020628993010956595,0.0,56.23281871851958,6.68828625499782,14.93611954589428,2.56436960954959,1.121788702825843,P1,50,0.13107638888888887,0.0011574074074074073,S0,96,0.1626736111111111,0.000462962962962963,0.8368634259259258,201.92196650865176,0.41290509259259256
0.01712962962962963,0.32746132155561264,96,0.02270462730070455,0.0,69.70087957983222,5.450533540403089,13.21705228761958,1.5672741667948402,1.1803867631997154,P0,50,0.0,0.0010416666666666667,S_CUM,96,0.13449074074074072,0.00017361111111111112,0.8653356481481481,212.4696173759488,0.5440972222222222
0.008680555555555554,0.5025045194130068,96,0.023079990398908793,0.0,48.43186541075639,8.246142412928975,12.904848159301807,5.91678953974256,1.4363163887005712,P1,50,0.13107638888888887,0.0011574074074074073,S_CUM,96,0.10746527777777777,0.20179398148148145,0.6907407407407408,258.53694996610284,0.41290509259259256
0.036516203703703703,0.6479526035315032,96,0.05066832550757979,0.0,118.70792693441801,2.5128402551229256,6.2972165474980555,0.6206521089353616,1.201136867588179,P0,50,0.0,0.0010416666666666667,S_CONC,96,0.06105324074074075,0.0,0.9389467592592592,216.20463616587222,0.5440972222222222
0.0370949074074074,0.5888328715997928,96,0.051399378386955685,0.0,111.55364751861164,2.7285322771908027,6.79762341303467,0.6939867092688675,1.1861799128577803,P1,50,0.13107638888888887,0.0011574074074074073,S_CONC,96,0.0671875,0.0,0.9328125000000002,213.51238431440046,0.41290509259259256
0.024768518518518513,0.48400940319899655,96,0.03513094138014139,0.0,108.36019891017514,3.176733112428156,8.20984859123025,0.660175373027109,1.1740390077716223,P0,50,0.0,0.0010416666666666667,S_CORE,96,0.08177083333333333,0.0,0.9182291666666665,211.32702139889201,0.5440972222222222
0.029513888888888885,0.544916233639109,96,0.03925760525141737,0.0,112.03370769661801,2.8444631440132966,7.108648996180708,0.7123702179295911,1.2044701640028508,P1,50,0.13107638888888887,0.0011574074074074073,S_CORE,96,0.0704861111111111,0.0,0.9295138888888889,216.80462952051312,0.41290509259259256
0.021643518518518517,0.21686927921583163,96,0.021033251821106814,0.0,53.760551638987984,9.999368698721366,20.80216122802489,4.597972434069605,0.918831299382469,P0,50,0.0,0.0010416666666666667,S1,96,0.472800925925926,0.0,0.5271990740740741,165.3896338888444,0.5440972222222222
0.026793981481481478,0.22591485135986397,96,0.02415408799511483,0.0,50.402537799219004,10.957328411134787,21.938524956845196,5.466730138279584,0.8977761599631912,P1,50,0.13107638888888887,0.0011574074074074073,S1,96,0.5144675925925926,0.0,0.48553240740740744,161.5997087933744,0.41290509259259256
0.022858796296296294,0.3610224632823345,96,0.020664520311954968,0.0,54.2173731367106,6.172698469852591,12.758037731229578,2.880028839164097,1.1499869951762742,P0,51,0.0,0.0010416666666666667,S0,96,0.13038194444444443,0.0005208333333333333,0.8690972222222223,206.99765913172936,0.5440972222222222
0.0002893518518518519,0.2912672926304794,96,0.016075130382091418,0.0,49.68965737719856,7.107618292070494,13.67602274882266,3.82341606369441,1.2188921787327638,P1,51,0.13107638888888887,0.0011574074074074073,S0,96,0.1615162037037037,0.005497685185185185,0.8329861111111111,219.4005921718975,0.41290509259259256
0.004224537037037037,0.3922921647528708,96,0.0200990926894035,0.0,63.878019398391274,5.833137031506534,12.65130951577108,2.424050789374262,1.2212368348251201,P0,51,0.0,0.0010416666666666667,S_CUM,96,0.12337962962962962,0.0023726851851851847,0.8742476851851851,219.8226302685216,0.5440972222222222
0.0013310185185185185,0.342874296809169,96,0.025061586769419122,0.0,60.16970516490161,5.485865766963504,11.543626866716147,2.4569852170871815,1.235492070003723,P1,51,0.13107638888888887,0.0011574074074074073,S_CUM,96,0.11550925925925926,0.0007523148148148149,0.8837384259259259,222.38857260067016,0.41290509259259256
0.028703703703703703,0.5003592991848754,96,0.03327090680959949,0.0,111.3073836205477,3.0950655368671076,7.961031009889258,0.662082800356033,1.1826967410501783,P0,51,0.0,0.0010416666666666667,S_CONC,96,0.0785300925925926,0.0,0.9214699074074075,212.8854133890321,0.5440972222222222
0.03142361111111111,0.5137172067126627,96,0.038062553377596585,0.0,108.8404341606999,3.044160162688948,7.712578885605995,0.7099508012304226,1.1918395143002272,P1,51,0.13107638888888887,0.0011574074074074073,S_CONC,96,0.07546296296296294,0.0,0.924537037037037,214.5311125740409,0.41290509259259256
0.01724537037037037,0.2670150807224852,96,0.028836666897730123,0.0,60.22321077712596,6.773800977421541,15.611765689656721,2.354818621303949,1.0688426661710426,P0,51,0.0,0.0010416666666666667,S_CORE,96,0.16574074074074074,0.0,0.8342592592592593,192.3916799107877,0.5440972222222222
0.03605324074074074,0.6131618846294934,96,0.04637558707096778,0.0,113.51981805071563,2.648852507842863,6.5737650347164385,0.6863962444060753,1.2137801110658242,P1,51,0.13107638888888887,0.0011574074074074073,S_CORE,96,0.06481481481481481,0.0,0.9351851851851852,218.48041999184838,0.41290509259259256
0.030729166666666665,0.4930652038989652,96,0.03287877614681004,0.0,107.44440392535091,3.172599934882261,8.041131720321186,0.7383340421627981,1.1964361647626867,P0,51,0.0,0.0010416666666666667,S1,96,0.08125,0.0,0.9187499999999998,215.35850965728363,0.5440972222222222
0.03234953703703703,0.506644995094451,96,0.03464404741055861,0.0,113.94492019368602,3.0361618156520684,7.785228039599173,0.661628703678517,1.1765592434650494,P1,51,0.13107638888888887,0.0011574074074074073,S1,96,0.07847222222222222,0.0,0.9215277777777778,211.7806638237089,0.41290509259259256
0.004745370370370371,0.375333711230798,96,0.018473440098786098,0.0,58.78256305739973,6.611796306368329,13.31355241313893,3.2609182529830263,1.244312319984763,P0,52,0.0,0.0010416666666666667,S0,96,0.1308449074074074,0.01880787037037037,0.8503472222222223,223.97621759725735,0.5440972222222222
0.0005208333333333333,0.28258183374684287,96,0.016906194314291245,0.0,50.182481417493385,6.893067654611158,13.269455370339637,3.7048737967469165,1.2645917185616715,P1,52,0.13107638888888887,0.0011574074074074073,S0,96,0.1343171296296296,0.011979166666666666,0.8537037037037036,227.62650934110084,0.41290509259259256
