condition_id,state_id,sqi_threshold,age_seconds,seed,actual_timesteps,elapsed_seconds,steps_per_second,mae,return,time_in_40_60_fraction,time_below_40_fraction,total_propofol_mg,action_sd,action_boundary_fraction,core_clip_fraction,bis_counterfactual_action_delta_mean,evidence_scope
Goff_A30_S0,S0,,30,45,131072,134.9432156999992,971.3122613840362,5.91272942321981,29.321385206056732,0.825,0.0,115.43208095431328,0.9235190834289675,0.0,0.0,0.7691498801112175,synthetic_engineering_only_not_vitaldb_or_clinical_evidence
Goff_A20_S0,S0,,20,45,131072,134.82969000000048,972.1300998318659,6.188318071120138,29.3670788638629,0.825,0.0,112.48263673391193,0.999978832761453,0.0,0.0,1.7691399065156779,synthetic_engineering_only_not_vitaldb_or_clinical_evidence
G50_A30_S0,S0,50,30,45,131072,134.95225469999968,971.2472036230478,7.244683566913453,28.431871738815435,0.8041666666666667,0.0,112.41222826205194,1.1113054272873781,0.016666666666666666,0.0,0.8482201625903447,synthetic_engineering_only_not_vitaldb_or_clinical_evidence
G50_A20_S0,S0,50,20,45,131072,135.49466829999983,967.3590971844917,6.816355821628401,24.905403695354025,0.8,0.0,111.12432536482811,0.9930520505694883,0.0,0.0,1.5850437805056572,synthetic_engineering_only_not_vitaldb_or_clinical_evidence
Goff_A30_S1,S1,,30,45,131072,137.39096739999968,954.0074029641071,9.776698725777347,22.497264974657284,0.7208333333333332,0.0,104.11799481511116,0.509054101872836,0.0,0.0,0.19114157458146414,synthetic_engineering_only_not_vitaldb_or_clinical_evidence
Goff_A20_S1,S1,,20,45,131072,137.01768979999997,956.6064074742561,8.703024198215346,21.739932856145803,0.75,0.0,104.04880225658417,0.5674368929535002,0.004166666666666667,0.0,0.39993683646122613,synthetic_engineering_only_not_vitaldb_or_clinical_evidence
G50_A30_S1,S1,50,30,45,131072,137.51771420000023,953.1281170756965,8.683351983658397,23.81356933790228,0.75,0.0,105.22516174800694,0.788200118524464,0.008333333333333333,0.0,0.9812126057843368,synthetic_engineering_only_not_vitaldb_or_clinical_evidence
G50_A20_S1,S1,50,20,45,131072,137.25577169999997,954.9470916711915,7.3504873017950825,26.622838300009494,0.7958333333333334,0.0,112.9126367866993,0.9381547189767574,0.0,0.0,0.9987653017044067,synthetic_engineering_only_not_vitaldb_or_clinical_evidence
Goff_A30_S0,S0,,30,46,131072,135.20566700000018,969.4268214364108,6.492790129246595,33.7127840571223,0.7958333333333334,0.0,113.04243034869432,0.9371058724839134,0.0,0.0,1.6055779551466307,synthetic_engineering_only_not_vitaldb_or_clinical_evidence
Goff_A20_S0,S0,,20,46,131072,134.58031579999988,973.9314343323908,6.483868185897938,32.905408681911055,0.8,0.0,113.14577472954988,0.9903607061271221,0.004166666666666667,0.0,1.8844558758040268,synthetic_engineering_only_not_vitaldb_or_clinical_evidence
