condition_id,state_id,sqi_threshold,age_seconds,seed,actual_timesteps,elapsed_seconds,steps_per_second,training_cases_seen,mae,return,time_in_40_60_fraction,time_below_40_fraction,total_propofol_mg,action_sd,action_boundary_fraction,core_clip_fraction,bis_counterfactual_action_delta_mean,evidence_scope
Goff_A30_S0,S0,,30,45,32768,34.25942329999998,956.466771581646,20,13.640466720008924,8.080917090241112,0.5625,0.0,91.05468440055847,0.19734620060379524,0.0,0.0,0.0019221529364585876,synthetic_engineering_only_not_vitaldb_or_clinical_evidence
Goff_A20_S0,S0,,20,45,32768,33.96070989999998,964.8797123643171,20,11.900600406294936,15.487442699534583,0.6166666666666667,0.0,102.31416231393814,0.12219074983131725,0.0,0.0,0.011669455965360006,synthetic_engineering_only_not_vitaldb_or_clinical_evidence
G50_A30_S0,S0,50,30,45,32768,34.312850100000105,954.9775056429924,20,12.929858041058711,10.31409374772332,0.5958333333333333,0.0,94.04493860900402,0.19800694135401076,0.0,0.0,0.08624464819828669,synthetic_engineering_only_not_vitaldb_or_clinical_evidence
G50_A20_S0,S0,50,20,45,32768,34.01490250000006,963.3424643801328,20,10.543896061866818,16.341379440045884,0.6583333333333333,0.0,104.69373968243599,0.30737468354489494,0.0,0.0,0.08470546603202819,synthetic_engineering_only_not_vitaldb_or_clinical_evidence
Goff_A30_S1,S1,,30,45,32768,34.79903400000012,941.6353339003573,20,14.918495325535154,10.68931440104485,0.5416666666666667,0.0,91.43146152794361,0.27648721114577623,0.029166666666666667,0.0,0.006897776325543722,synthetic_engineering_only_not_vitaldb_or_clinical_evidence
Goff_A20_S1,S1,,20,45,32768,34.67178749999994,945.0911638172696,20,19.239814965776176,4.006543106371953,0.2833333333333333,0.0,71.89280576258898,0.23875024480752788,0.0,0.0,0.006300156315167745,synthetic_engineering_only_not_vitaldb_or_clinical_evidence
G50_A30_S1,S1,50,30,45,32768,34.841216699999904,940.4952841385729,20,16.46788409476212,5.428467063005443,0.4791666666666667,0.0,80.28273325785995,0.2580229592363647,0.0,0.0,0.08600613450010618,synthetic_engineering_only_not_vitaldb_or_clinical_evidence
G50_A20_S1,S1,50,20,45,32768,34.552694800000154,948.348607530312,20,20.639918730444442,3.3978642685692044,0.0,0.0,62.21472165733576,0.3376879998861506,0.016666666666666666,0.0,0.286858120188117,synthetic_engineering_only_not_vitaldb_or_clinical_evidence
